"GSE","Platform","Organism","nSamples","hasTreatmentField","nControl","nAgents","Agents","hasCellLine","hasGenotype","usable","Title"
"GSE281506","GPL24676","Homo sapiens",42,TRUE,12,3,"selumetinib; VTP-50649; VTP-50649 + selumetinib",TRUE,TRUE,TRUE,"Combining Menin and MEK inhibition to target poor prognosis KMT2A-rearranged RAS pathway-m"
"GSE28185","GPL571","Homo sapiens",8,FALSE,0,0,"",TRUE,FALSE,FALSE,"The non-steroidal anti-inflammatory drugs Sulindac sulfide and Diclofenac induce apoptosis"
"GSE282364","GPL34281","Homo sapiens",12,FALSE,0,0,"",TRUE,FALSE,FALSE,"Anti-leukemic effect of TGN-1062, a novel CDK7 inhibitor, on AML-leukemic stem cells by ta"
"GSE282741","GPL18573","Homo sapiens",36,TRUE,9,3,"ABT-199; ABT-199 plus DS-1594b; DS-1594b",TRUE,TRUE,TRUE,"Menin inhibitor DS-1594b drives differentiation and induces synergistic lethality in combi"
"GSE282823","GPL34281","Homo sapiens",22,TRUE,11,1,"FP54",TRUE,TRUE,TRUE,"FTO degrader inhibits acute myeloid leukemia by impairing ribosome biogenesis and translat"
"GSE283096","GPL24247","Mus musculus",13,TRUE,0,1,"no",TRUE,TRUE,FALSE,"The histone acetyltransferase MOZ is a molecular dependency and therapeutic target in NUP9"
"GSE283531","GPL18573","Homo sapiens",12,TRUE,0,1,"3 mg/kg PF-9363 chow",TRUE,FALSE,FALSE,"MOZ and HBO1 Histone Acetyltransferase Complexes Are Molecular Dependencies and Therapeuti"
"GSE283532","GPL18573","Homo sapiens",12,TRUE,0,1,"3 mg/kg PF-9363 chow",TRUE,FALSE,FALSE,"MOZ and HBO1 Histone Acetyltransferase Complexes Are Molecular Dependencies and Therapeuti"
"GSE284558","GPL21697","Homo sapiens",12,TRUE,6,1,"MECOM degradation",TRUE,TRUE,TRUE,"CEBPA repression by MECOM blocks differentiation to drive aggressive leukemias [RNA-Seq]"
"GSE286991","GPL18573","Homo sapiens",72,TRUE,24,7,"24h_5phIAA; 2h_5phIAA; 5phIAA; 5phIAA-GSK343; 72h_5phIAA; 8h_5phIAA",TRUE,FALSE,TRUE,"Sustained PRC1.1 activity preserves gene repression independently of PRC2.2 and restrains "
"GSE287297","GPL24676","Homo sapiens",70,TRUE,10,6,"constitutive expression NUP98::KDM5A and Cas9 + lentiviral transduction gRNA; constitutive expression NUP98::KDM5A and Cas9 + lentiviral transduction gRNA + Revumenib -; empty vector control; lentiviral overexpression NUP98::HOXA9; lentiviral overexpression NUP98::KDM5A; lentiviral overexpression NUP98::NSD1",TRUE,TRUE,TRUE,"Fusion oncoproteins and cooperating mutations define disease phenotypes in NUP98-rearrange"
"GSE28818","GPL4133","Homo sapiens",2,TRUE,1,0,"",FALSE,FALSE,FALSE,"Comparison of gene expression pattern of THP-1 cell treated with ATRA and RAD001"
"GSE288296","GPL34281","Homo sapiens",12,TRUE,6,1,"Venetoclax",TRUE,FALSE,TRUE,"BCL-2 disruption during CAR T cell production augments potency through non-apoptotic adapt"
"GSE288434","GPL24676","Homo sapiens",6,TRUE,3,1,"Venetoclax",TRUE,FALSE,TRUE,"BCL-2 disruption during CAR T cell production augments potency through non-apoptotic adapt"
"GSE289928","GPL16791","Homo sapiens",4,TRUE,2,1,"Decitabine ,",TRUE,TRUE,TRUE,"Combining CD33-Targeted Chimeric Antigen Receptor T cells with Decitabine for Acute Myeloi"
"GSE290438","GPL24676","Homo sapiens",40,TRUE,3,2,"dTAG-13; Eltanexor",TRUE,TRUE,TRUE,"Tandem duplications in UBTF create XPO1-dependent nuclear export signals necessary for leu"
"GSE290440","GPL24676","Homo sapiens",2,TRUE,1,0,"",TRUE,TRUE,FALSE,"Tandem duplications in UBTF create XPO1-dependent nuclear export signals necessary for leu"
"GSE290534","GPL34284","Homo sapiens",27,TRUE,9,2,"Gilteritinib; Venetoclax",TRUE,TRUE,TRUE,"Integration of CRISPR-Cas9 Screens and Multi-Omics Profiling Reveals CHD7-ANGPT1 as a Nove"
"GSE290704","GPL21697","Homo sapiens",12,TRUE,0,1,"PAMD-Ch17",TRUE,TRUE,FALSE,"PAMD-Ch17, a Polymeric Analog of Plerixafor, Induces Mitochondrial Dysfunction in T-ALL Ce"
"GSE291245","GPL30209","Homo sapiens",51,TRUE,3,2,"Quizartinib; Thap",TRUE,TRUE,TRUE,"Chronic ER Stress Induced of Cell-surface Chaperones as the Therapeutic Targets of CAR Cel"
"GSE292076","GPL24676","Homo sapiens",11,FALSE,0,0,"",TRUE,FALSE,FALSE,"RRM1 inhibition sensitizes lung adenocarcinoma to decitabine treatment"
"GSE292324","GPL20301","Homo sapiens",4,FALSE,0,0,"",TRUE,FALSE,FALSE,"Splicing regulatory dynamics for precision analysis and treatment of heterogenous leukemia"
"GSE294096","GPL20301","Homo sapiens",8,TRUE,2,3,"VTP50469; VTP50469+WM119; WM119",TRUE,TRUE,TRUE,"Integrated Perturb-seq and Computational Modeling Identifies KAT6A-Menin-DOT1L Synergy and"
"GSE294425","GPL34284","Homo sapiens",8,TRUE,4,1,"JIB-04",TRUE,FALSE,TRUE,"The histone lysine-specific demethylase inhibitor JIB-04 sensitizes AML cells to venetocla"
"GSE294579","GPL23159","Homo sapiens",10,TRUE,5,1,"MI-463",TRUE,TRUE,TRUE,"The effect of menin-inhibition on the human AML cell line MV4-11"
"GSE294623","GPL18573","Homo sapiens",6,TRUE,2,1,"VTP-50469 chow",TRUE,FALSE,TRUE,"CRISPR-Cas9 base editor screening identifies the spectrum of MEN1 mutations impacting meni"
"GSE295359","GPL24676","Homo sapiens",15,FALSE,0,0,"",TRUE,FALSE,FALSE,"Mega-scale single-cell profiling reveals novel biomarkers associated with acute GvHD after"
"GSE295647","GPL34284","Homo sapiens",36,TRUE,12,2,"PF9363_2.5uM_48h; SNDX5613_100nM_48h",TRUE,TRUE,TRUE,"Catalytic inhibition of KAT6/KAT7 enhances the efficacy and overcomes primary and acquired"
"GSE296195","GPL34284","Homo sapiens",8,TRUE,4,1,"BAY 2666605",TRUE,TRUE,TRUE,"Anti-Leukemic Effects of Velcrin in SLFN12-Expressing Acute Myeloid Leukemia"
"GSE297227","GPL24676","Homo sapiens",59,TRUE,9,6,"Basal Tumor; HC-7366 0.3 mg/kg; HC-7366 1 mg/kg; HC-7366 10 mg/kg; HC-7366 3 mg/kg; HC-7366 30 mg/kg",TRUE,FALSE,TRUE,"In Vivo Tumor Growth Control by General Control Nonderepressible 2 (GCN2) Targeting Agents"
"GSE297439","GPL24676","Homo sapiens",6,TRUE,3,1,"Rifamycin O",TRUE,TRUE,TRUE,"Rifamycin O as a Novel CRBN Ligand for Targeted Degradation of IKZF1/3 Proteins in Hematop"
"GSE297461","GPL6244","Homo sapiens",60,FALSE,0,0,"",FALSE,FALSE,FALSE,"Patients with AML with WT TP53 but defective TP53-mediated apoptosis have a dismal surviva"
"GSE297480","GPL24676","Homo sapiens",14,TRUE,7,1,"FHD-286,",TRUE,FALSE,TRUE,"Highly effective combination of BRG1/BRM inhibitor with BET inhibitor or decitabine for hi"
"GSE297482","GPL24676","Homo sapiens",8,TRUE,4,1,"mivebresib",TRUE,FALSE,TRUE,"BET inhibitor-based combinations targeting novel dependencies in MECOM-rearranged (r) AML"
"GSE297638","GPL18573","Homo sapiens",24,TRUE,6,3,"Palbociclib; Palbociclib + TCP; TCP",TRUE,FALSE,TRUE,"Dual targeting of CDK6 and LSD1 is synergistic and overcomes differentiation blockade in A"
"GSE297639","GPL18573","Homo sapiens",8,TRUE,2,3,"Palbociclib; Palbociclib + TCP; TCP",TRUE,TRUE,TRUE,"Dual targeting of CDK6 and LSD1 is synergistic and overcomes differentiation blockade in A"
"GSE29799","GPL6244","Homo sapiens",6,TRUE,3,1,"JQ1",TRUE,FALSE,TRUE,"RNAi screen identifies Brd4 as a therapeutic target in acute myeloid leukemia"
"GSE298019","GPL24676","Homo sapiens",357,FALSE,0,0,"",TRUE,FALSE,FALSE,"PU.1-Activated Genomic Regions Define Low-risk MDS Subsets Characterized by Immune Dysregu"
"GSE298020","GPL24676","Homo sapiens",493,TRUE,4,1,"DB2115-",TRUE,TRUE,TRUE,"PU.1-Activated Genomic Regions Define Low-risk MDS Subsets Characterized by Immune Dysregu"
"GSE29828","GPL570","Homo sapiens",24,TRUE,12,1,"EPZ004777",TRUE,FALSE,TRUE,"Expression Profiling of Mixed Lineage Leukemia Cells Treated with a Potent Small-Molecule "
"GSE298283","GPL24247","Mus musculus",12,TRUE,6,1,"SMG1i",FALSE,TRUE,TRUE,"U2AF1 Mutant Myeloid Neoplasms are Preferentially Sensitive to In Vivo Inhibition of Nonse"
"GSE298391","GPL24676","Homo sapiens",12,TRUE,6,1,"CC-885",TRUE,TRUE,TRUE,"Targeting of IRAK4 and GSPT1 enhances therapeutic efficacy in AML via c-Myc destabilizatio"
"GSE298864","GPL34284","Homo sapiens",12,TRUE,3,3,"All-trans retinoic acid; L-ascorbic acid; LAA + ATRA",TRUE,FALSE,TRUE,"Retinoic acid and ascorbate synergize to suppress myeloid leukemia via TET2 activation [MV"
"GSE299103","GPL18573","Homo sapiens",18,TRUE,6,2,"JNJ-6617; KO-539",TRUE,FALSE,TRUE,"UBR5 Mediates Menin Inhibitor Dependent Menin/KMT2A Complex Stability [RNA-seq]"
"GSE300177","GPL24676","Homo sapiens",2,FALSE,0,0,"",TRUE,FALSE,FALSE,"Catalytic inhibition of KAT6/KAT7 enhances the efficacy and overcomes primary and acquired"
"GSE300988","GPL24676","Homo sapiens",16,TRUE,4,3,"ATRA; ATRA/CORIN; CORIN",TRUE,FALSE,TRUE,"Interplay between CoREST, p300 and retinoic acid signaling in Acute myeloid leukemia [RNA-"
"GSE301145","GPL24676","Homo sapiens",2,FALSE,0,0,"",TRUE,FALSE,FALSE,"Catalytic inhibition of KAT6/KAT7 enhances the efficacy and overcomes primary and acquired"
"GSE301154","GPL24676","Homo sapiens",32,TRUE,10,7,"20 µM tasquinimod; 5ug/mL S100A9 stimulated; 5ug/mL S100A9 stimulated + 20 µM tasquinimod; si_TLR4-plus TQ; si-NT transfected; si-NT transfected + 20 µM tasquinimod",TRUE,TRUE,TRUE,"Preclinical efficacy of tasquinimod-based combinations in advanced myeloproliferative neop"
"GSE301413","GPL20301","Homo sapiens",16,TRUE,4,3,"NTC; p300 degrader 27; p300KO",TRUE,FALSE,TRUE,"Discovery of a paralog-selective p300 protein degrader with potent anti-cancer activity in"
"GSE301645","GPL16791","Homo sapiens",24,TRUE,8,1,"RMC-7977",TRUE,TRUE,TRUE,"Multi-selective RAS(ON) Inhibition Targets Oncogenic RAS Mutations and Overcomes RAS/MAPK-"
"GSE302078","GPL24676","Homo sapiens",56,TRUE,28,2,"CX-5461; PMR-116",TRUE,FALSE,TRUE,"The novel RNA polymerase I transcription inhibitor PMR-116 exploits a critical therapeutic"
"GSE302428","GPL18573","Homo sapiens",2,TRUE,1,0,"",TRUE,TRUE,FALSE,"Single-cell transcriptomic profile of LAM/AML cell model exposed to hydrocortisone"
"GSE303125","GPL18573","Homo sapiens",12,TRUE,3,1,"SA",TRUE,TRUE,TRUE,"Inhibition of heme biosynthesis triggers cuproptosis in acute myeloid leukemia [RNA-Seq OC"
"GSE303126","GPL18573","Homo sapiens",12,TRUE,3,1,"SA",TRUE,TRUE,TRUE,"Inhibition of heme biosynthesis triggers cuproptosis in acute myeloid leukemia"
"GSE30315","GPL6244","Homo sapiens",4,FALSE,0,0,"",TRUE,FALSE,FALSE,"DMSO control and DZNep treated MOLM-14 cells"
"GSE304253","GPL34284","Homo sapiens",35,TRUE,9,3,"-485; dCBP-1; Inobrodib",TRUE,FALSE,TRUE,"Inhibition of p300/CREBBP catalytic activity drives context-dependent transcriptional acti"
"GSE304358","GPL34284","Homo sapiens",36,TRUE,6,4,"Enitociclib; No; Vistusertib; Vistusertib and Enitociclib",TRUE,TRUE,TRUE,"Investigation of LARP1 regulated cellular pathways in acute myeloid leukemia"
"GSE304493","GPL24676","Homo sapiens",15,TRUE,6,2,"-485; Inobrodib",TRUE,FALSE,TRUE,"Inhibition of p300/CREBBP catalytic activity drives context-dependent transcriptional acti"
"GSE304680","GPL16791","Homo sapiens",25,TRUE,6,6,"Compound 49; FHT1015; Non-targeting shRNA control; shRNA_1 targeting PU.1; shRNA_2 targeting PU.1; shRNA_3 targeting PU.1",TRUE,TRUE,TRUE,"Structural and functional basis of PU.1-BAF interaction enables targeting of lineage-speci"
"GSE304789","GPL16791","Homo sapiens",25,TRUE,6,6,"Compound 49; FHT1015; Non-targeting shRNA control; shRNA_1 targeting PU.1; shRNA_2 targeting PU.1; shRNA_3 targeting PU.1",TRUE,TRUE,TRUE,"Structural and functional basis of PU.1-BAF interaction enables targeting of lineage-speci"
"GSE305384","GPL24676","Homo sapiens",56,TRUE,26,2,"-485; Inobrodib",TRUE,FALSE,TRUE,"Inhibition of p300/CREBBP catalytic activity drives context-dependent transcriptional acti"
"GSE305480","GPL24676","Homo sapiens",6,TRUE,0,1,"all-trans retinoic acid",TRUE,TRUE,FALSE,"Disease specific epigenetic deregulation of enhancers, transposons and polycomb targets in"
"GSE306205","GPL20301","Homo sapiens",30,TRUE,6,4,"MS1943; MS1943 + romidepsin; romidepsin; tazemetostat",TRUE,FALSE,TRUE,"Targeting EZH2 and HDACs in hematological cancers induces transcriptional and metabolic de"
"GSE306285","GPL24676","Homo sapiens",12,TRUE,0,1,"dTAG",TRUE,TRUE,FALSE,"Disparate Leukemia Mutations Converge on Nuclear Phase-Separated Condensates"
"GSE306484","GPL24676","Homo sapiens",6,FALSE,0,0,"",TRUE,TRUE,FALSE,"Uncovering pre-sensitizing agents to FLT3 inhibitors in acute myeloid leukemia with ReSisT"
"GSE308825","GPL24676","Homo sapiens",17,TRUE,6,3,"Palbociclib; Quizartinib; Quizartinib & Palbociclib",FALSE,FALSE,TRUE,"Molecular Characterization of Chemoresistant Cell Populations Improves Risk Stratification"
"GSE309082","GPL34281","Homo sapiens",29,TRUE,6,4,"MEN1 gRNA 1; MEN1 gRNA 13; Non targeting sgRNA; Revumenib",TRUE,TRUE,TRUE,"Menin-dependent megakaryocyte proliferation and fibrosis in myeloproliferative neoplasms"
"GSE309897","GPL24676","Homo sapiens",18,TRUE,6,1,"IACS",TRUE,FALSE,TRUE,"Manipulation of Mitochondrial Metabolism Sensitizes AML to MCL-1 Inhibition"
"GSE312447","GPL24676","Homo sapiens",12,TRUE,0,2,"No; Venetoclax/HMA/Navitoclax",TRUE,FALSE,FALSE,"Dual BCL-xL and BCL-2 Inhibition for Advanced Myeloid Neoplasms: A phase 1 dose-escalation"
"GSE315341","GPL24676","Homo sapiens",60,TRUE,30,1,"SNDX-50469",TRUE,TRUE,TRUE,"Overcoming Menin inhibitor resistance in AML cells with combinations including BET protein"
"GSE315428","GPL24676","Homo sapiens",6,TRUE,3,1,"Corilagin",TRUE,TRUE,TRUE,"Corilagin Induces Pyroptosis in AML Cells by Activating the TXNIP-Caspase-3-GSDME Pathway"
"GSE315549","GPL34284","Homo sapiens",12,TRUE,0,1,"Different drugs",TRUE,TRUE,FALSE,"Targeting UGCG sensitizes AML cells to Venetoclax through RAB32-mediated endoplasmic retic"
"GSE317371","GPL24676","Homo sapiens",12,TRUE,6,1,"Zotatifin",TRUE,FALSE,TRUE,"Synergistic Targeting of eIF4A - Mediated Translation Initiation and Apoptosis in Acute My"
"GSE317933","GPL34284","Homo sapiens",6,TRUE,6,0,"",TRUE,TRUE,FALSE,"Toosendanin Suppresses Acute Myeloid Leukemia by Targeting DDX5/c-Myc Axis to inhibit Prot"
"GSE319461","GPL20301","Homo sapiens",34,FALSE,0,0,"",FALSE,TRUE,FALSE,"DNA methylation stochasticity is linked to transcriptional variability and identifies conv"
"GSE319824","GPL15433","Homo sapiens",8,TRUE,0,4,"GIT-,KD-; GIT-,KD+; GIT+,KD-; GIT+,KD+",TRUE,TRUE,FALSE,"Targeting systemic and tumor metabolic balances with ketogenic diets enhances efficacy of "
"GSE319868","GPL24676","Homo sapiens",64,TRUE,32,1,"APL-4098",TRUE,FALSE,TRUE,"A novel potent and selective GCN2 inhibitor, APL-4098, has anti-leukemic activity through "
"GSE322773","GPL24676","Homo sapiens",12,TRUE,6,1,"SGI7079",TRUE,FALSE,TRUE,"SGI-7079 as a novel type I FLT3 inhibitor overcomes resistance to gilteritinib and quizart"
"GSE324057","GPL24676","Homo sapiens",6,TRUE,3,1,"AraC",TRUE,FALSE,TRUE,"A Role for Rapid Transcription Dynamics in Cytarabine Resistance in Acute Myeloid Leukemia"
"GSE324546","GPL24676","Homo sapiens",18,FALSE,0,0,"",TRUE,FALSE,FALSE,"Anti-leukemic effect of MAR-3.6.2, a novel RAN inhibitor, on AML-LSCs by targeting RAN."
"GSE324645","GPL28038","Homo sapiens",12,TRUE,3,1,"RX-5902",TRUE,TRUE,TRUE,"Targeting Y593-phosphorylated DDX5 triggers mitochondrial dysfunction and synergizes with "
"GSE327563","GPL24676","Homo sapiens",18,TRUE,6,2,"AML874; SEL120-34A",TRUE,TRUE,TRUE,"Mediator kinase inhibition exposes a transcriptional vulnerability and primes AML for vene"
"GSE328421","GPL34284","Homo sapiens",9,TRUE,0,3,"sgGLIS2; sgNT; sgSMARCA4",TRUE,FALSE,FALSE,"CBFA2T3-GLIS2 fusion-mediated mSWI/SNF chromatin remodeler disruption generates cancer-spe"
"GSE328503","GPL34281","Homo sapiens",24,TRUE,6,3,"FHD-286; Palbociclib; Palbociclib and FHD-286 Combination",TRUE,FALSE,TRUE,"CBFA2T3-GLIS2 fusion-mediated mSWI/SNF chromatin remodeler disruption generates cancer-spe"
"GSE328578","GPL24676","Homo sapiens",26,TRUE,0,2,"CBFA2T3::GLIS2 transduced; GFP transduced",TRUE,FALSE,FALSE,"CBFA2T3-GLIS2 fusion-mediated mSWI/SNF chromatin remodeler disruption generates cancer-spe"
"GSE338690","GPL16791","Homo sapiens",18,TRUE,9,1,"3-HF 10μM",TRUE,FALSE,TRUE,"Pharmacological inhibition of PRKDC-mediated DNA damage response by 3-hydroxyflavone selec"
"GSE33892","GPL571","Homo sapiens",12,TRUE,12,0,"",TRUE,FALSE,FALSE,"Comparison of TEX and M9-ENL1 cell lines to HL60 and THP1 cell lines"
"GSE34672","GPL10558","Homo sapiens",30,TRUE,6,6,"all-trans-retinoic acid; all-trans-retinoic acid and tranylcypromine; LSD1 shRNA #1; LSD1 shRNA #2; scrambled control shRNA; tranycypromine",TRUE,FALSE,TRUE,"Inhibition of the LSD1 (KDM1A) demethylase reactivates the all-trans-retinoic acid differe"
"GSE34726","GPL10558","Homo sapiens",30,TRUE,6,6,"all-trans-retinoic acid; all-trans-retinoic acid and tranylcypromine; LSD1 shRNA #1; LSD1 shRNA #2; scrambled control shRNA; tranycypromine",TRUE,FALSE,TRUE,"Inhibition of the LSD1 (KDM1A) demethylase reactivates the all-trans-retinoic acid differe"
"GSE34965","GPL570","Homo sapiens",4,TRUE,2,1,"CWP",TRUE,FALSE,TRUE,"Sam68-mediated disruption of CBP/β-catenin neoplastic transcriptional programming allows s"
"GSE38865","GPL6884","Homo sapiens",8,FALSE,0,0,"",FALSE,TRUE,FALSE,"Activity of a stem cell enhancer influences stem cell programs and clinical outcome in leu"
"GSE40442","GPL5188","Homo sapiens",67,TRUE,34,2,"cytarabine; decitabine",FALSE,FALSE,TRUE,"Gene expression profiling in primary AML cells treated with decitabine and cytarabine"
"GSE40871","GPL5188","Homo sapiens",48,TRUE,16,2,"cytarabine; decitabine",FALSE,FALSE,TRUE,"Gene expression and methylation profiling in primary AML cells treated with decitabine and"
"GSE42259","GPL570","Homo sapiens",6,TRUE,3,1,"Dll4-Fc",TRUE,FALSE,TRUE,"Notch Pathway Activation Targets AML Cell Homeostasis and Differentiation: THP1 cell line"
"GSE42261","GPL570","Mus musculus",6,FALSE,0,0,"",TRUE,TRUE,FALSE,"Notch Pathway Activation Targets AML Cell Homeostasis and Differentiation"
"GSE43022","GPL6246","Homo sapiens",4,FALSE,0,0,"",TRUE,FALSE,FALSE,"ZFX controls the propagation and cell-of-origin characteristics of acute leukemia"
"GSE43258","GPL570","Homo sapiens",6,TRUE,2,1,"ATRA",FALSE,FALSE,TRUE,"PRAME induced inhibition of retinoic acid receptor signaling-mediated differentiation - a "
"GSE45249","GPL571","Homo sapiens",27,FALSE,0,0,"",TRUE,FALSE,FALSE,"CD34 negative populations are associated with an increased relapse risk in childhood AML a"
"GSE46302","GPL3921","Homo sapiens",24,TRUE,12,1,"R406",TRUE,FALSE,TRUE,"In Vivo RNA Interference Screening Identifies a Leukemia-Specific Dependence on Integrin B"
"GSE46819","GPL570","Homo sapiens",24,TRUE,18,1,"BV6",FALSE,TRUE,TRUE,"Inhibitor of apoptosis protein antagonist BV6 – potential for new combinatorial treatment "
"GSE48843","GPL11154","Homo sapiens",32,FALSE,0,0,"",FALSE,FALSE,FALSE,"RNA-Seq analysis of primary AML specimens exposed to AhR modulating agents"
"GSE50928","GPL570","Homo sapiens",13,FALSE,0,0,"",FALSE,FALSE,FALSE,"Defective NK cells in AML patients at diagnosis are associated with blast transcriptional "
"GSE51082","GPL96","Homo sapiens",139,FALSE,0,0,"",FALSE,FALSE,FALSE,"Expression data from mononuclear cells from bone marrow and peripheral blood of leukemia p"
"GSE54218","GPL17077","Homo sapiens",16,TRUE,0,2,"exposure to panobinostat; no exposure to panobinostat",TRUE,FALSE,FALSE,"Aberrant chromatin acetylation in MLL-AF9 leukemia mediates the response to HDAC inhibitio"
"GSE54869","GPL6104","Homo sapiens",9,TRUE,3,2,"MS27-275; SAHA",TRUE,FALSE,TRUE,"Gene expression analysis in AML systems after 6 hours of HDACi treatments"
"GSE54871","GPL6104","Homo sapiens",15,TRUE,6,2,"MS27-275; SAHA",TRUE,FALSE,TRUE,"Gene expression analysis in AML cell lines and in primary blasts of AML patients after 6 h"
"GSE54873","GPL6883","Homo sapiens",14,TRUE,7,1,"SAHA",TRUE,FALSE,TRUE,"Gene expression analysis in primary blasts of AML patients and CD34+normal progenitors aft"
"GSE55154","GPL6104","Homo sapiens",24,TRUE,9,2,"MS27-275; SAHA",TRUE,FALSE,TRUE,"Gene expression analysis in AML cells lines, AML primary blasts and in CD34+ normal progen"
"GSE55242","GPL6244","Homo sapiens",14,FALSE,0,0,"",TRUE,FALSE,FALSE,"Aryl hydrocarbon receptor antagonism allows sustained culture of leukemia progenitor cells"
"GSE55772","GPL15491","Homo sapiens",6,TRUE,3,1,"5 μM FTY720",TRUE,FALSE,TRUE,"Expression analysis of Kasumi-1 cells treated with or without FTY720"
"GSE61022","GPL1261","Mus musculus",8,TRUE,0,2,"shLUC RNA interference; shSirt1 RNA interference",TRUE,FALSE,FALSE,"DOT1L Inhibits SIRT1 and SUV39H1-Mediated H3K9 Modification to Maintain Gene Expression"
"GSE62171","GPL11154","Homo sapiens",19,TRUE,2,3,"Flavopiridol; pMY136; pMY56",TRUE,FALSE,TRUE,"RNA Polymerase II-associated factor 1 regulates the release and phosphorylation of paused "
"GSE62533","GPL570","Homo sapiens",12,TRUE,6,1,"BV6",FALSE,TRUE,TRUE,"Inhibitor of apoptosis proteins as promising therapeutic targets in chronic lymphocytic le"
"GSE63217","GPL16558","Homo sapiens",4,FALSE,0,0,"",TRUE,FALSE,FALSE,"Inhibitors of LSD1 target demethylase-independent activity to induce differentiation in ac"
"GSE63222","GPL16558","Homo sapiens",4,FALSE,0,0,"",TRUE,FALSE,FALSE,"Inhibitors of LSD1 target demethylase-independent activity to induce differentiation in ac"
"GSE63782","GPL11154","Homo sapiens",3,TRUE,1,0,"",TRUE,FALSE,FALSE,"Transcriptional plasticity promotes primary and acquired resistance to BET bromodomain inh"
"GSE65012","GPL570","Homo sapiens",6,TRUE,3,1,"CA",TRUE,FALSE,TRUE,"Effect in K562 cells of 3hr cortistatin A treatment on gene expression"
"GSE65014","GPL570","Homo sapiens",6,TRUE,3,1,"CA",TRUE,FALSE,TRUE,"Effect in MOLM-14 cells of 24hr cortistatin A treatment on gene expression"
"GSE65015","GPL570","Homo sapiens",6,TRUE,3,1,"CA",TRUE,FALSE,TRUE,"Effect in MOLM-14 cells of 3hr cortistatin A treatment on gene expression"
"GSE65019","GPL570","Homo sapiens",6,TRUE,3,1,"CA",TRUE,FALSE,TRUE,"Effect in MV4;11 cells of 3hr cortistatin A treatment on gene expression"
"GSE65030","GPL11154","Homo sapiens",6,TRUE,3,1,"CA",TRUE,FALSE,TRUE,"Effect in HCT116 cells of 3hr cortistatin A treatment on gene expression."
"GSE65105","GPL17301","Homo sapiens",6,TRUE,3,1,"CA",TRUE,FALSE,TRUE,"Effect of 4hr cortistatin A treatment on gene expression in SET2 cells."
"GSE65161","GPL570","Homo sapiens",6,TRUE,3,1,"CA",TRUE,FALSE,TRUE,"Mediator kinase inhibition further activates super-enhancer-associated genes in AML"
"GSE68091","GPL10558","Homo sapiens",28,FALSE,0,0,"",TRUE,FALSE,FALSE,"Effects of ONC201 on mantle cell lymphoma cell lines"
"GSE68623","GPL11154","Homo sapiens",22,FALSE,0,0,"",TRUE,FALSE,FALSE,"RNA-Seq of GPR56+/- populations"
"GSE68954","GPL96","Homo sapiens",24,FALSE,0,0,"",TRUE,FALSE,FALSE,"caArray_golub-00392: Gefitinib (Iressa) induces myeloid differentiation of acute myeloid l"
"GSE69383","GPL11154","Homo sapiens",26,TRUE,16,1,"CPI203",TRUE,FALSE,TRUE,"The apoptotic network and expression of BH3-containing proteins predict phenotypic respons"
"GSE70791","GPL16686","Homo sapiens",8,TRUE,4,2,"FRAX-597; IPA-3",TRUE,FALSE,TRUE,"PAK1 is a Therapeutic Target in Acute Myeloid Leukemia and Myelodysplastic Syndrome"
"GSE71414","GPL11154","Homo sapiens",6,FALSE,0,0,"",FALSE,FALSE,FALSE,"Complete hematologic response of early-T-cell progenitor acute lymphoblastic leukemia to t"
"GSE71740","GPL11154","Homo sapiens",32,TRUE,8,3,"GSK690_1uM; GSK690*_1uM; RN-1_1uM",TRUE,FALSE,TRUE,"Inhibitors of the histone lysine demethylase KDM1A are broadly efficacious in AML by evict"
"GSE71741","GPL11154","Homo sapiens",47,TRUE,13,5,"GSK690; GSK690_1uM; GSK690*_1uM; RN-1; RN-1_1uM",TRUE,FALSE,TRUE,"Inhibitors of the histone lysine demethylase KDM1A are broadly efficacious in AML by evict"
"GSE72152","GPL16686","Homo sapiens",7,FALSE,0,0,"",TRUE,FALSE,FALSE,"Novel IDH1 Mutant Inhibitors for Treatment of Acute Myeloid Leukemia (expression)"
"GSE72253","GPL11154","Homo sapiens",6,FALSE,0,0,"",TRUE,TRUE,FALSE,"Novel IDH1 Mutant Inhibitors for Treatment of Acute Myeloid Leukemia"
"GSE74928","GPL11154","Homo sapiens",8,TRUE,4,1,"XX-650-23",TRUE,FALSE,TRUE,"XX-650-23, an inhibitor of CREB-CBP interaction, effect on acute myeloid leukemia cell lin"
"GSE76747","GPL11154","Homo sapiens",4,FALSE,0,0,"",TRUE,TRUE,FALSE,"The Histone Methyltransferases MLL1 and DOT1L Cooperate with Meningioma-1 to Induce AML [H"
"GSE76750","GPL11154","Homo sapiens",10,FALSE,0,0,"",TRUE,TRUE,FALSE,"The Histone Methyltransferases MLL1 and DOT1L Cooperate with Meningioma-1 to Induce AML"
"GSE78734","GPL16025","Homo sapiens",8,TRUE,2,3,"ATRA; PMA; vibsanin",TRUE,FALSE,TRUE,"Expression profiling of myeloid leukemia cell treated with vibsanin A, PMA and ATRA"
"GSE79284","GPL11154","Homo sapiens",12,TRUE,6,1,"BRD9",TRUE,TRUE,TRUE,"Sensitivity and engineered resistance of myeloid leukemia cells to BRD9 inhibition (RNA-se"
